index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
362234,461,1,12/08/2013,522,1,1,0,1,6358.048828125
394154,1092,1,26/05/2014,1091,1,0,0,0,8318.4345703125
56353,401,7,19/10/2014,0,0,0,0,0,0.0
608472,156,2,27/01/2015,826,1,1,0,0,8244.1796875
233454,509,7,25/01/2015,0,0,0,0,0,0.0
243435,465,6,04/05/2013,657,1,0,0,0,6090.25048828125
516788,831,1,17/03/2014,2019,1,1,0,0,15807.3515625
155437,946,6,07/06/2014,410,1,0,0,0,4057.33349609375
131745,1069,3,02/10/2013,909,1,0,0,0,7484.14208984375
463439,570,3,07/01/2015,705,1,1,0,0,7497.3828125
514396,481,6,04/05/2013,400,1,0,0,0,3868.06884765625
485542,527,6,31/08/2013,984,1,0,0,0,8275.3076171875
142492,1042,1,22/09/2014,469,1,0,0,0,4301.13623046875
224420,473,1,21/04/2014,0,0,0,b,1,0.0
20904,871,4,24/07/2014,433,1,0,0,0,4290.73486328125
674752,114,2,30/12/2014,576,1,0,0,1,5839.1396484375
279759,668,3,06/11/2013,1171,1,1,0,0,10126.353515625
695681,397,4,05/03/2015,820,1,1,0,0,8237.4755859375
683443,837,4,27/03/2014,475,1,0,0,0,4497.779296875
482809,940,5,09/08/2013,729,1,0,0,1,6297.1748046875
467935,187,3,09/01/2013,625,1,1,0,0,6471.35498046875
146439,1102,7,14/04/2013,0,0,0,0,0,0.0
90953,365,3,05/06/2013,592,1,1,0,0,6074.97412109375
233507,238,3,04/03/2015,1252,1,1,0,0,11222.6748046875
697728,847,5,08/03/2013,1036,1,1,0,0,9018.6376953125
296214,75,2,22/01/2013,536,1,1,0,0,5830.47216796875
430648,730,2,13/01/2015,938,1,1,0,0,8844.373046875
708021,896,3,10/07/2013,1050,1,0,0,1,8031.3046875
216150,892,4,04/09/2014,854,1,1,0,0,8089.873046875
419741,259,7,04/05/2014,2812,1,0,0,0,16256.263671875
375354,594,4,25/04/2013,474,1,1,0,0,4998.314453125
532201,454,1,25/02/2013,561,1,0,0,0,4866.24560546875
102782,997,1,27/01/2014,326,1,0,0,0,3043.746337890625
373700,804,2,13/05/2014,372,1,0,0,0,3740.68017578125
205676,953,3,07/08/2013,529,1,0,0,1,4976.80615234375
683823,755,7,15/02/2015,0,0,0,0,0,0.0
48742,496,3,29/10/2014,668,1,0,0,1,5866.7099609375
158594,657,2,19/11/2013,802,1,1,0,0,7917.11279296875
677816,84,2,16/04/2013,1250,1,0,0,0,8947.9814453125
341314,236,5,04/04/2014,1017,1,1,0,0,9184.88671875
30941,337,2,03/06/2014,357,1,1,0,0,4581.73681640625
530489,540,2,07/07/2015,373,1,0,0,0,3798.096435546875
536543,50,6,04/07/2015,339,1,0,0,0,3279.099365234375
280411,192,5,13/09/2013,661,1,1,0,0,6643.7041015625
45695,293,7,17/05/2015,0,0,0,0,0,0.0
788,46,7,19/04/2015,0,0,0,0,0,0.0
465150,388,7,16/11/2014,0,0,0,0,0,0.0
154467,1089,2,22/07/2014,858,1,0,0,1,6794.40283203125
618173,227,1,14/10/2013,542,1,0,0,0,4937.53271484375
338115,50,7,19/07/2015,0,0,0,0,0,0.0
650267,52,7,13/10/2013,0,0,0,0,0,0.0
238538,273,7,27/04/2014,0,0,0,0,0,0.0
587486,169,2,30/09/2014,654,1,1,0,0,7444.4931640625
584261,776,3,03/06/2015,729,1,1,0,0,7971.810546875
424497,242,2,22/07/2014,277,1,0,0,0,2765.34716796875
205177,1030,5,20/03/2015,366,1,1,0,0,4159.66455078125
626606,1068,7,03/05/2015,0,0,0,0,0,0.0
464678,735,3,17/12/2014,835,1,1,0,0,9413.400390625
476296,1096,7,25/08/2013,0,0,0,0,0,0.0
331550,728,1,22/09/2014,427,1,0,0,0,3963.01611328125
219726,39,4,18/12/2014,804,1,1,0,0,9002.2216796875
18439,304,2,04/02/2014,1385,1,1,0,0,12431.177734375
530683,922,1,01/12/2014,854,1,1,0,0,9782.3271484375
591103,734,7,07/12/2014,0,0,0,0,0,0.0
466959,366,6,24/01/2015,300,1,0,0,0,2997.589111328125
115473,695,5,07/03/2014,585,1,1,0,0,5981.3857421875
274564,601,7,06/07/2014,0,0,0,0,0,0.0
709171,30,5,15/05/2015,647,1,0,0,0,6332.59228515625
682757,903,2,02/06/2015,705,1,1,0,1,8261.9013671875
501905,935,6,08/03/2014,340,1,0,0,0,3255.92333984375
484918,351,6,19/10/2013,446,1,0,0,0,4266.3798828125
39133,325,7,07/09/2014,0,0,0,0,0,0.0
330538,621,6,19/04/2014,861,1,0,0,0,7152.45166015625
318104,1107,4,07/03/2013,766,1,1,0,0,7312.13720703125
445308,526,3,03/09/2014,1393,1,1,0,0,11758.2294921875
239191,1090,6,03/01/2015,293,1,0,0,0,2753.552001953125
553658,790,4,25/07/2013,542,1,0,0,1,4820.1201171875
636802,803,7,27/04/2014,0,0,0,0,0,0.0
515254,1055,7,17/05/2015,0,0,0,0,0,0.0
627521,1104,5,17/07/2015,410,1,1,0,0,4824.61181640625
352657,352,4,30/07/2015,626,1,1,0,1,6914.96240234375
495152,589,1,11/11/2013,493,1,0,0,0,4614.83740234375
241884,506,5,06/12/2013,934,1,1,0,0,8975.8955078125
77714,441,2,03/12/2013,697,1,1,0,0,8007.93896484375
123801,783,4,05/03/2015,687,1,1,0,0,7066.3076171875
450037,1087,1,28/04/2014,721,1,1,0,0,7879.4951171875
353099,368,2,23/09/2014,531,1,0,0,0,4730.080078125
293858,351,2,30/07/2013,587,1,1,0,1,6610.85888671875
94140,777,2,18/02/2014,328,1,1,0,0,4156.3505859375
90427,242,5,17/04/2015,459,1,1,0,0,5282.38671875
249326,160,7,22/02/2015,0,0,0,0,0,0.0
506637,288,4,12/06/2014,390,1,0,0,1,4115.1982421875
698888,926,7,16/06/2013,0,0,0,0,0,0.0
401560,752,5,01/02/2013,502,1,0,0,0,5007.4248046875
170801,209,7,10/08/2014,284,1,0,0,0,2698.205322265625
701585,273,2,18/02/2014,795,1,1,0,0,8078.384765625
587643,238,7,29/03/2015,0,0,0,0,0,0.0
309891,669,6,19/04/2014,599,1,0,0,0,5516.60986328125
26118,432,5,27/06/2014,1470,1,0,0,0,10532.458984375
684361,530,6,22/02/2014,458,1,0,0,0,4353.84033203125
583987,5,6,08/02/2014,223,1,0,0,0,2051.076171875
314954,856,5,16/01/2015,1039,1,1,0,0,9273.2890625
34969,175,6,27/07/2013,632,1,0,0,0,5752.55419921875
658679,575,5,26/04/2013,535,1,1,0,0,5664.51708984375
372404,523,7,24/05/2015,0,0,0,0,0,0.0
204890,345,6,10/01/2015,377,1,0,0,0,3888.83056640625
663962,5,1,17/06/2013,784,1,1,0,0,7761.5224609375
117035,300,1,30/09/2013,873,1,0,0,0,7623.43115234375
348352,386,7,17/03/2013,0,0,0,0,0,0.0
201055,1009,3,02/04/2014,484,1,1,0,0,5473.75732421875
173624,828,2,21/07/2015,491,1,0,0,1,4653.7421875
517596,854,3,09/10/2013,684,1,1,0,0,7064.22705078125
96716,375,3,17/04/2013,641,1,0,0,0,5395.84521484375
404376,370,6,29/06/2013,789,1,0,0,0,7366.17236328125
366649,92,7,09/02/2014,0,0,0,0,0,0.0
690288,283,1,14/04/2014,905,1,1,0,1,9604.2841796875
440615,866,4,27/11/2014,539,1,1,0,0,6209.10546875
625190,1085,3,25/03/2015,575,1,0,0,0,5243.5009765625
466751,744,2,31/12/2013,562,1,0,0,1,4836.07763671875
28339,978,5,10/04/2015,963,1,0,0,1,7798.88330078125
668578,1077,3,05/02/2014,496,1,1,0,0,5658.2060546875
37881,981,7,28/06/2015,0,0,0,0,0,0.0
704783,298,5,27/06/2014,637,1,0,0,0,5828.3583984375
564568,152,7,29/03/2015,0,0,0,0,0,0.0
428361,256,4,19/02/2015,1199,1,1,0,0,10065.7685546875
341491,828,6,09/05/2015,381,1,0,0,0,3985.3564453125
484829,963,6,22/06/2013,416,1,0,0,0,3985.656982421875
91523,205,3,01/07/2015,979,1,1,0,0,9936.9267578125
558527,38,7,20/07/2014,0,0,0,0,0,0.0
536419,116,1,24/03/2014,772,1,0,0,0,6193.74365234375
668965,326,4,19/02/2015,436,1,1,0,0,4936.66748046875
607799,681,5,27/02/2015,501,1,0,0,0,5189.88427734375
660980,252,3,04/09/2013,748,1,0,0,0,6110.7783203125
547659,591,6,24/08/2013,266,1,0,0,0,2435.50439453125
509729,695,2,19/02/2013,623,1,1,0,0,6445.13232421875
313796,815,5,26/06/2015,517,1,0,0,0,5037.11767578125
159943,135,2,30/09/2014,679,1,1,0,0,7575.00830078125
697934,267,2,09/07/2013,778,1,0,0,1,6476.30224609375
58208,260,2,12/11/2013,862,1,0,0,0,6873.2138671875
621832,162,7,03/02/2013,0,0,0,0,0,0.0
196634,959,2,16/04/2013,736,1,0,0,0,5964.880859375
559174,48,3,01/05/2013,0,0,1,a,0,0.0
201634,993,4,08/08/2013,753,1,0,0,1,6321.56298828125
153592,629,1,07/04/2014,664,1,0,0,0,5983.48583984375
94869,92,7,14/07/2013,0,0,0,0,0,0.0
232813,648,7,14/07/2013,0,0,0,0,0,0.0
588636,475,3,13/05/2015,913,1,0,0,0,8073.37890625
454142,272,2,18/03/2014,695,1,1,0,0,7220.443359375
391315,657,6,22/06/2013,630,1,0,0,0,5527.30078125
184328,354,4,05/02/2015,665,1,1,0,0,6819.03515625
708732,661,1,03/11/2014,685,1,1,0,0,7935.72802734375
535207,896,1,09/02/2015,1049,1,0,0,0,7949.01318359375
305862,221,2,21/05/2013,536,1,0,0,0,4911.03564453125
25935,935,7,27/04/2014,0,0,0,0,0,0.0
169855,565,2,28/01/2014,662,1,0,0,0,5511.53857421875
254924,29,7,26/04/2015,0,0,0,0,0,0.0
285638,250,1,27/07/2015,890,1,1,0,1,9636.525390625
242797,914,2,05/03/2013,1388,1,1,0,0,11857.962890625
165394,473,4,17/10/2013,397,1,0,0,0,3781.472900390625
130138,123,7,23/03/2014,0,0,0,0,0,0.0
449192,309,4,25/09/2014,535,1,0,0,0,4737.767578125
208660,583,4,12/12/2013,412,1,0,0,0,4282.3349609375
107872,1088,1,13/01/2014,476,1,0,0,0,4357.8271484375
40450,585,3,24/07/2013,732,1,0,0,1,5918.744140625
697826,834,5,25/04/2014,582,1,0,0,1,5180.90576171875
64391,200,3,24/12/2014,743,1,0,0,1,6525.02099609375
501470,510,3,18/02/2015,921,1,1,0,0,8707.4560546875
607038,505,6,08/11/2014,466,1,0,0,0,4569.17529296875
49942,248,5,05/04/2013,1060,1,0,0,1,8005.01416015625
499092,977,5,06/03/2015,560,1,1,0,0,5942.9912109375
167848,693,2,24/12/2013,289,1,0,0,1,2875.282958984375
320343,33,4,07/03/2013,890,1,1,0,0,8154.9755859375
659394,683,5,04/10/2013,935,1,0,0,1,7812.36376953125
231837,44,1,18/08/2014,1006,1,1,0,1,9673.7646484375
261032,813,4,02/05/2013,718,1,1,0,0,7506.63330078125
79657,180,2,31/12/2013,712,1,0,0,1,6109.92431640625
260472,1013,4,07/05/2015,457,1,1,0,0,5186.99951171875
220166,577,5,12/04/2013,679,1,1,0,0,6819.38916015625
634640,473,6,01/02/2014,358,1,0,0,0,3672.7080078125
379760,392,6,28/02/2015,493,1,0,0,0,5293.61474609375
556305,881,6,13/04/2013,404,1,0,0,0,3825.76904296875
196934,133,1,27/01/2014,571,1,0,0,0,4874.39990234375
167907,936,6,25/04/2015,769,1,0,0,0,6404.6083984375
298561,839,3,06/11/2013,749,1,1,0,0,7428.9326171875
519037,289,2,25/02/2014,479,1,0,0,0,4365.6669921875
130419,943,3,30/04/2014,799,1,1,0,0,8704.595703125
211379,534,7,29/09/2013,0,0,0,0,0,0.0
218205,298,4,04/07/2013,710,1,1,0,0,7137.30517578125
510454,888,1,28/07/2014,796,1,1,0,1,8471.0703125
194038,76,3,20/11/2013,887,1,1,0,0,8402.009765625
395202,887,5,02/05/2014,843,1,1,0,0,9111.3505859375
367587,770,4,14/02/2013,769,1,0,0,0,6298.873046875
67419,1061,7,08/09/2013,0,0,0,0,0,0.0
320073,437,2,05/11/2013,688,1,1,0,0,7268.1845703125
317165,773,1,02/03/2015,920,1,1,0,0,9695.958984375
542330,758,7,15/09/2013,0,0,0,0,0,0.0
87327,673,7,08/12/2013,0,0,0,0,0,0.0
563682,731,5,22/05/2015,967,1,1,0,0,8781.732421875
388010,742,3,07/08/2013,706,1,0,0,1,6106.22607421875
380470,232,5,22/05/2015,420,1,1,0,1,4739.88916015625
465487,977,4,28/11/2013,424,1,0,0,0,4384.453125
399224,667,5,08/11/2013,847,1,1,0,0,8164.57177734375
611097,7,4,25/09/2014,774,1,0,0,0,6104.62109375
206673,120,2,16/09/2014,674,1,1,0,0,6700.15234375
193213,98,4,10/01/2013,394,1,1,0,0,4402.94189453125
251601,907,1,23/12/2013,1585,1,0,0,1,14526.572265625
251661,339,5,17/04/2015,730,1,1,0,0,7537.068359375
407308,1085,4,27/03/2014,615,1,0,0,0,5443.6337890625
608174,363,3,15/01/2014,783,1,0,0,0,6194.7275390625
426403,114,5,22/03/2013,662,1,1,0,0,6539.8935546875
711166,525,1,20/10/2014,1033,1,1,0,1,9383.7607421875
710136,983,6,21/09/2013,1659,1,0,0,0,10602.2119140625
219177,1038,5,24/01/2014,550,1,1,0,0,5843.08544921875
300234,1046,6,19/01/2013,443,1,0,0,0,4388.08154296875
353888,940,2,29/07/2014,735,1,1,0,1,7855.16259765625
463076,537,1,28/07/2014,750,1,1,0,0,8334.23046875
271993,847,6,04/10/2014,1263,1,0,0,0,9908.326171875
673123,962,5,05/09/2014,1027,1,1,0,0,9108.103515625
565567,592,6,27/04/2013,378,1,0,0,0,3697.549072265625
637110,119,2,26/08/2014,769,1,0,0,0,6226.46826171875
251175,76,1,20/01/2014,1182,1,1,0,0,11230.08984375
24407,168,7,28/07/2013,0,0,0,0,0,0.0
312335,366,3,03/12/2014,729,1,1,0,0,8093.537109375
89725,581,6,28/02/2015,303,1,0,0,0,3254.035888671875
171806,1002,1,06/04/2015,0,0,0,b,1,0.0
537643,746,7,22/12/2013,0,0,0,0,0,0.0
671840,484,3,09/01/2013,578,1,1,0,0,6092.32080078125
165696,86,6,02/08/2014,447,1,0,0,0,4408.962890625
144302,367,1,08/07/2013,475,1,0,0,1,4545.85009765625
193671,412,7,21/04/2013,0,0,0,0,0,0.0
329481,543,7,04/08/2013,0,0,0,0,1,0.0
22407,771,5,28/02/2014,735,1,0,0,0,6641.98681640625
135387,170,1,28/07/2014,638,1,1,0,1,7148.59619140625
438218,704,1,11/03/2013,1144,1,0,0,0,8246.0390625
38270,1049,6,30/03/2013,732,1,0,0,0,7289.89599609375
571013,248,7,14/07/2013,0,0,0,0,0,0.0
157939,913,1,11/08/2014,1080,1,0,0,1,8152.1630859375
137657,631,4,09/01/2014,574,1,1,0,0,6055.65234375
355983,335,5,03/10/2014,1788,1,1,a,0,10307.9052734375
650459,131,7,08/09/2013,0,0,0,0,0,0.0
657679,454,6,20/09/2014,239,1,0,0,0,2311.9384765625
85259,420,7,21/04/2013,0,0,0,0,0,0.0
523124,1096,7,21/09/2014,0,0,0,0,0,0.0
142387,573,7,19/05/2013,0,0,0,0,0,0.0
364060,756,7,02/03/2014,0,0,0,0,0,0.0
87344,599,2,30/09/2014,910,1,1,0,0,9519.517578125
410091,610,6,28/09/2013,350,1,0,0,0,3390.512939453125
118455,306,1,10/02/2014,452,1,0,0,0,4263.2265625
427158,812,7,09/03/2014,0,0,0,0,0,0.0
654926,571,6,12/01/2013,643,1,0,0,0,5627.26171875
72975,240,5,24/01/2014,437,1,1,0,0,4881.29736328125
163597,446,4,16/01/2014,572,1,0,0,0,4930.6865234375
555946,540,5,31/01/2014,362,1,0,0,0,4044.09619140625
437983,544,5,18/01/2013,1631,1,0,0,0,11628.404296875
259434,189,1,25/05/2015,0,0,0,a,0,0.0
568537,154,3,13/08/2014,606,1,0,0,1,5320.46435546875
167241,695,4,24/01/2013,589,1,1,0,0,6020.83740234375
406650,173,3,04/06/2014,1103,1,1,0,0,10161.9453125
49091,198,4,03/04/2014,373,1,1,0,0,4213.171875
135112,521,3,30/10/2013,400,1,0,0,0,3896.077880859375
339622,603,1,16/02/2015,1139,1,1,0,0,10606.9267578125
461048,73,1,21/07/2014,469,1,0,0,1,4404.93994140625
334183,349,7,02/03/2014,0,0,0,0,0,0.0
582687,944,5,08/05/2015,1165,1,1,0,0,10179.4765625
618621,101,5,13/02/2015,754,1,0,0,0,6565.91748046875
21055,323,7,08/12/2013,0,0,0,0,0,0.0
572711,152,4,14/05/2015,0,0,0,a,0,0.0
211196,386,3,06/05/2015,597,1,1,0,0,6447.0947265625
103936,522,6,01/03/2014,696,1,0,0,0,6710.0263671875
340043,338,2,05/03/2013,871,1,1,0,0,8536.068359375
511581,488,6,26/04/2014,342,1,0,0,0,3307.50927734375
31160,870,1,20/10/2014,1005,1,1,0,1,9136.234375
41816,926,4,17/01/2013,399,1,0,0,0,3805.920166015625
564939,230,4,19/03/2015,958,1,1,0,0,8701.38671875
196861,320,2,10/06/2014,2342,1,0,0,0,13150.501953125
652033,649,4,26/09/2013,383,1,1,0,0,4397.85498046875
533774,46,1,03/03/2014,940,1,1,0,1,9750.623046875
363420,1061,7,14/09/2014,0,0,0,0,0,0.0
476530,785,3,17/04/2013,328,1,0,0,0,3004.24755859375
390111,692,2,12/05/2015,745,1,0,0,0,6629.646484375
119456,291,6,27/06/2015,458,1,0,0,0,4772.8154296875
349768,140,3,12/06/2013,858,1,0,0,0,6867.12353515625
648916,761,2,24/03/2015,905,1,0,0,0,7228.37353515625
84616,281,1,04/11/2013,606,1,1,0,0,7030.34130859375
81715,417,4,26/02/2015,731,1,0,0,0,6321.8759765625
345719,534,4,08/08/2013,459,1,0,0,1,4460.541015625
299563,614,1,10/02/2014,898,1,0,0,0,6954.60986328125
217362,22,1,05/05/2014,635,1,1,0,0,7011.01708984375
163237,354,2,13/08/2013,716,1,1,0,1,7528.7724609375
582624,6,7,25/01/2015,0,0,0,0,0,0.0
159916,66,5,14/02/2014,539,1,0,0,0,4960.29638671875
35420,697,4,25/12/2014,0,0,0,c,1,0.0
450298,38,6,15/02/2014,593,1,0,0,0,5426.02734375
608455,1070,7,08/12/2013,0,0,0,0,0,0.0
555347,778,1,05/01/2015,978,1,1,0,1,10358.5693359375
440894,1098,4,21/08/2014,743,1,1,0,1,7213.94677734375
544195,25,6,24/05/2014,1166,1,0,0,0,8756.4375
677992,9,7,24/08/2014,0,0,0,0,0,0.0
417150,889,4,11/09/2014,469,1,0,0,0,4365.04150390625
651197,597,4,12/03/2015,623,1,0,0,0,5521.3203125
556535,560,5,11/07/2014,1542,1,0,0,1,10405.8642578125
368791,799,3,21/05/2014,927,1,1,0,0,8397.939453125
588029,1026,7,27/04/2014,0,0,0,0,0,0.0
150159,1052,3,12/06/2013,639,1,0,0,0,5588.97607421875
504532,408,3,29/10/2014,414,1,0,0,1,4025.409423828125
631678,430,4,27/02/2014,592,1,0,0,0,5257.13330078125
395984,951,3,22/01/2014,710,1,1,0,0,7117.9267578125
74404,698,6,13/04/2013,1836,1,0,0,0,12348.265625
451633,567,4,08/01/2015,641,1,1,0,0,6573.1220703125
423779,764,2,23/06/2015,376,1,0,0,0,3729.47314453125
130569,83,6,01/06/2013,294,1,0,0,0,3000.271240234375
596660,989,1,29/06/2015,770,1,1,0,0,9086.015625
610589,382,7,17/02/2013,0,0,0,0,0,0.0
360387,251,1,18/02/2013,2751,1,1,0,0,18669.01953125
117149,152,4,25/12/2014,0,0,0,c,1,0.0
565940,190,3,29/05/2013,598,1,1,0,1,6730.1357421875
697133,609,3,17/04/2013,458,1,0,0,0,4136.484375
515889,276,1,07/10/2013,726,1,1,0,0,8070.23193359375
668997,558,7,25/05/2014,0,0,0,0,0,0.0
659997,865,4,01/08/2013,588,1,1,0,1,6359.90234375
367542,5,7,23/02/2014,0,0,0,0,0,0.0
178509,649,4,06/03/2014,401,1,1,0,0,4531.4501953125
682009,859,6,16/05/2015,798,1,0,0,0,7141.197265625
32506,625,5,25/01/2013,668,1,1,0,0,6502.701171875
31036,846,6,02/03/2013,573,1,0,0,0,5504.53173828125
380863,974,4,23/04/2015,1515,1,0,0,0,10639.5380859375
24882,333,2,26/05/2015,1406,1,0,0,0,10560.5927734375
127390,945,2,02/04/2013,594,1,0,0,1,5356.66845703125
561460,439,6,25/10/2014,675,1,0,0,0,5583.578125
116446,117,1,17/03/2014,665,1,1,0,0,7136.2900390625
229825,1013,3,26/06/2013,371,1,0,0,0,3585.49169921875
530223,66,6,18/05/2013,520,1,0,0,0,4881.05078125
400452,1105,2,20/05/2014,550,1,1,0,0,5840.47900390625
64881,678,6,27/09/2014,686,1,0,0,0,5777.400390625
665218,492,6,08/03/2014,1131,1,0,0,0,8345.9130859375
18365,1110,1,25/02/2013,434,1,0,0,0,4047.8056640625
536669,393,5,16/08/2013,617,1,1,0,1,6403.666015625
336983,283,3,26/02/2014,650,1,0,0,0,5498.70068359375
511511,30,2,09/09/2014,643,1,0,0,0,5596.3046875
349026,883,1,04/08/2014,530,1,1,0,1,6202.9189453125
160861,466,4,21/05/2015,801,1,1,0,0,7872.46240234375
630899,857,7,10/08/2014,0,0,0,0,1,0.0
59820,568,4,15/05/2014,341,1,0,0,0,3410.952880859375
633188,262,6,11/07/2015,3371,1,0,0,0,18508.994140625
699708,1017,7,04/05/2014,0,0,0,0,0,0.0
196167,376,7,14/12/2014,0,0,0,0,0,0.0
84680,288,2,28/05/2013,360,1,1,0,1,4425.61376953125
600474,328,7,08/02/2015,0,0,0,0,0,0.0
340911,589,5,04/01/2013,281,1,0,0,1,2926.33447265625
38828,283,7,09/06/2013,0,0,0,0,0,0.0
494961,437,5,19/07/2013,675,1,1,0,1,6552.8740234375
405211,761,2,27/08/2013,1141,1,1,0,0,9699.900390625
323938,668,6,10/08/2013,954,1,0,0,0,7423.3876953125
151509,162,1,11/03/2013,498,1,0,0,0,4576.7607421875
550200,289,3,17/06/2015,528,1,1,0,0,6173.08447265625
144049,206,1,12/01/2015,1063,1,1,0,0,9986.13671875
571489,211,7,13/07/2014,0,0,0,0,0,0.0
709539,97,3,05/03/2014,783,1,1,0,0,7979.98876953125
182261,323,5,15/11/2013,628,1,0,0,0,5805.2060546875
164828,249,7,21/04/2013,0,0,0,0,0,0.0
86591,142,3,13/03/2013,516,1,0,0,0,4679.0048828125
572793,581,6,13/06/2015,269,1,0,0,0,2762.022705078125
157349,877,7,14/07/2013,0,0,0,0,0,0.0
505682,889,2,18/06/2013,484,1,1,0,0,5376.150390625
359229,731,3,29/10/2014,803,1,0,0,0,6735.3095703125
512031,345,3,16/01/2013,389,1,0,0,0,3607.964111328125
178050,426,3,06/03/2013,772,1,1,0,0,7440.24462890625
43502,924,7,26/07/2015,0,0,0,0,0,0.0
618543,662,7,19/05/2013,0,0,0,0,0,0.0
307696,816,3,27/05/2015,663,1,0,0,0,6448.32861328125
266612,242,7,08/06/2014,0,0,0,0,0,0.0
280339,593,7,25/05/2014,0,0,0,0,0,0.0
52619,445,3,11/06/2014,952,1,0,0,0,7517.3193359375
417708,483,4,23/07/2015,588,1,0,0,1,5423.626953125
511916,771,4,06/03/2014,759,1,1,0,1,7483.7353515625
492356,31,3,08/04/2015,541,1,0,0,1,5170.56396484375
189051,967,7,27/01/2013,0,0,0,0,0,0.0
458740,608,6,22/03/2014,427,1,0,0,0,4102.892578125
335807,733,3,31/12/2014,1863,1,0,0,1,13112.140625
256126,891,5,13/02/2015,1000,1,0,0,0,8046.63671875
205590,430,6,31/08/2013,646,1,0,0,0,6025.10693359375
93617,640,2,18/02/2014,856,1,1,0,0,8394.5205078125
130310,877,1,01/12/2014,1201,1,1,0,0,12484.1005859375
104547,950,6,10/01/2015,390,1,0,0,0,4029.887451171875
598959,698,5,13/02/2015,1981,1,0,0,0,13387.5634765625
166505,521,7,18/08/2013,0,0,0,0,0,0.0
435154,991,6,30/08/2014,599,1,0,0,0,5719.546875
30752,57,7,08/02/2015,0,0,0,0,0,0.0
8015,112,4,19/06/2014,754,1,1,0,0,7548.48681640625
47102,623,2,17/12/2013,1193,1,1,0,0,12943.2451171875
236884,917,6,28/09/2013,512,1,0,0,0,4759.98046875
418010,918,6,08/03/2014,334,1,0,0,0,3169.597900390625
480928,481,3,17/09/2014,459,1,1,0,0,4891.19580078125
103155,577,2,19/05/2015,553,1,1,0,0,6195.279296875
468554,22,1,27/04/2015,602,1,1,0,0,7122.578125
302038,480,2,18/02/2014,753,1,1,0,0,7765.44580078125
57800,195,7,10/03/2013,0,0,0,0,0,0.0
395137,47,1,01/06/2015,1277,1,1,0,0,12640.939453125
370853,224,1,23/12/2013,1016,1,0,0,1,10351.96484375
314832,849,1,20/01/2014,1080,1,1,0,0,10436.560546875
161490,925,3,15/07/2015,1413,1,1,0,0,12983.76953125
173972,688,4,09/05/2013,0,0,0,a,0,0.0
220336,638,1,25/03/2013,548,1,1,0,1,6201.10986328125
704233,554,2,17/03/2015,668,1,1,0,0,7191.556640625
315580,1104,1,09/03/2015,375,1,0,0,0,3695.364501953125
267963,242,6,20/09/2014,271,1,0,0,0,2503.6044921875
311785,453,5,23/01/2015,567,1,0,0,0,5227.8837890625
584398,36,3,03/04/2013,1060,1,0,0,1,7915.72509765625
262514,772,5,16/05/2014,483,1,0,0,0,4640.4326171875
279910,728,3,12/11/2014,417,1,1,0,0,4651.57666015625
597005,355,5,19/12/2014,1380,1,1,0,0,13096.8017578125
655953,996,3,15/04/2015,713,1,1,0,0,7609.3642578125
196385,854,4,26/09/2013,714,1,1,0,0,6972.34814453125
565337,786,2,19/02/2013,619,1,1,0,0,6426.2314453125
418841,1074,1,03/06/2013,577,1,1,0,0,6430.81298828125
452099,493,1,15/04/2013,571,1,0,0,0,4944.8408203125
618895,44,2,29/10/2013,587,1,0,0,0,5163.447265625
500008,1051,4,30/07/2015,1163,1,1,0,1,11305.59375
708828,737,5,19/07/2013,928,1,1,0,0,8516.1123046875
224884,932,5,08/03/2013,888,1,1,0,0,8186.2109375
104145,138,4,17/07/2014,969,1,1,0,0,8949.80078125
227535,873,5,20/09/2013,426,1,0,0,0,3948.4541015625
556355,436,5,16/08/2013,620,1,1,0,1,6433.25146484375
89224,921,7,23/02/2014,0,0,0,0,0,0.0
163124,496,7,13/10/2013,0,0,0,0,0,0.0
693856,586,1,11/02/2013,0,0,0,0,0,0.0
458395,386,7,20/07/2014,0,0,0,0,0,0.0
583365,11,2,22/04/2014,1182,1,0,0,1,8940.9580078125
425561,932,6,31/05/2014,496,1,0,0,0,5062.9697265625
6947,218,6,04/04/2015,367,1,0,0,0,3939.55126953125
60481,694,2,23/04/2013,790,1,1,0,0,7454.35986328125
265408,710,1,29/04/2013,445,1,1,0,0,5259.06201171875
565971,39,1,03/11/2014,1038,1,1,0,0,10600.7744140625
361851,766,7,19/04/2015,0,0,0,0,0,0.0
228464,235,5,03/10/2014,0,0,1,a,0,0.0
496865,372,4,06/03/2014,725,1,1,0,0,7187.85888671875
614155,189,5,13/03/2015,730,1,0,0,0,6497.908203125
490113,696,4,12/12/2013,1035,1,0,0,0,8588.5634765625
703760,352,3,13/05/2015,699,1,0,0,0,6578.525390625
624908,1105,1,06/04/2015,0,0,0,b,1,0.0
426764,86,2,06/01/2015,694,1,1,0,1,7531.34912109375
213436,936,7,11/01/2015,0,0,0,0,0,0.0
21038,524,5,24/10/2014,777,1,1,0,1,7190.5068359375
687470,923,6,18/05/2013,592,1,0,0,0,5371.39990234375
613835,449,3,21/01/2015,1277,1,0,0,0,9635.060546875
378285,730,6,24/01/2015,826,1,0,0,0,6672.08203125
99753,68,2,04/02/2014,1141,1,1,0,0,10745.7744140625
